Title,status,difficulty,frequency,tags,link
Merge Sorted Array,SOLVED,EASY,73.3,Array; Two Pointers; Sorting,https://leetcode.com/problems/merge-sorted-array/
LRU Cache,SOLVED,MEDIUM,72.6,Hash Table; Linked List; Design; Doubly-Linked List,https://leetcode.com/problems/lru-cache/
Maximum Swap,SOLVED,MEDIUM,72.6,Math; Greedy,https://leetcode.com/problems/maximum-swap/
Making A Large Island,SOLVED,HARD,72.6,Array; Depth-First Search; Breadth-First Search; Union Find; Matrix,https://leetcode.com/problems/making-a-large-island/
Max Consecutive Ones III,SOLVED,MEDIUM,72.6,Array; Binary Search; Sliding Window; Prefix Sum,https://leetcode.com/problems/max-consecutive-ones-iii/
Minimum Window Substring,SOLVED,HARD,71.9,Hash Table; String; Sliding Window,https://leetcode.com/problems/minimum-window-substring/
Copy List with Random Pointer,SOLVED,MEDIUM,71.2,Hash Table; Linked List,https://leetcode.com/problems/copy-list-with-random-pointer/
K Closest Points to Origin,SOLVED,MEDIUM,71.2,Array; Math; Divide and Conquer; Geometry; Sorting; Heap (Priority Queue); Quickselect,https://leetcode.com/problems/k-closest-points-to-origin/
Moving Average from Data Stream,SOLVED,EASY,70.4,Array; Design; Queue; Data Stream,https://leetcode.com/problems/moving-average-from-data-stream/
Custom Sort String,SOLVED,MEDIUM,70.4,Hash Table; String; Sorting,https://leetcode.com/problems/custom-sort-string/
Longest Common Prefix,SOLVED,EASY,69.7,Array; String; Trie,https://leetcode.com/problems/longest-common-prefix/
Minimum Add to Make Parentheses Valid,SOLVED,MEDIUM,69.7,String; Stack; Greedy,https://leetcode.com/problems/minimum-add-to-make-parentheses-valid/
Find First and Last Position of Element in Sorted Array,SOLVED,MEDIUM,68,Array; Binary Search,https://leetcode.com/problems/find-first-and-last-position-of-element-in-sorted-array/
Clone Graph,SOLVED,MEDIUM,68,Hash Table; Depth-First Search; Breadth-First Search; Graph,https://leetcode.com/problems/clone-graph/
Valid Parentheses,SOLVED,EASY,67.1,String; Stack,https://leetcode.com/problems/valid-parentheses/
Merge k Sorted Lists,SOLVED,HARD,67.1,Linked List; Divide and Conquer; Heap (Priority Queue); Merge Sort,https://leetcode.com/problems/merge-k-sorted-lists/
Kth Smallest Element in a Sorted Matrix,SOLVED,MEDIUM,67.1,Array; Binary Search; Sorting; Heap (Priority Queue); Matrix,https://leetcode.com/problems/kth-smallest-element-in-a-sorted-matrix/
Interval List Intersections,SOLVED,MEDIUM,67.1,Array; Two Pointers; Line Sweep,https://leetcode.com/problems/interval-list-intersections/
Diagonal Traverse,SOLVED,MEDIUM,64.3,Array; Matrix; Simulation,https://leetcode.com/problems/diagonal-traverse/
Longest Palindromic Substring,SOLVED,MEDIUM,63.2,Two Pointers; String; Dynamic Programming,https://leetcode.com/problems/longest-palindromic-substring/
Sliding Window Median,SOLVED,HARD,63.2,Array; Hash Table; Sliding Window; Heap (Priority Queue),https://leetcode.com/problems/sliding-window-median/
Valid Number,TO_DO,HARD,62.1,String,https://leetcode.com/problems/valid-number/
Add Strings,SOLVED,EASY,62.1,Math; String; Simulation,https://leetcode.com/problems/add-strings/
Vertical Order Traversal of a Binary Tree,SOLVED,HARD,62.1,Hash Table; Tree; Depth-First Search; Breadth-First Search; Sorting; Binary Tree,https://leetcode.com/problems/vertical-order-traversal-of-a-binary-tree/
Kth Missing Positive Number,SOLVED,EASY,62.1,Array; Binary Search,https://leetcode.com/problems/kth-missing-positive-number/
Course Schedule,SOLVED,MEDIUM,60.9,Depth-First Search; Breadth-First Search; Graph; Topological Sort,https://leetcode.com/problems/course-schedule/
Exclusive Time of Functions,SOLVED,MEDIUM,60.9,Array; Stack,https://leetcode.com/problems/exclusive-time-of-functions/
Remove Duplicates from Sorted Array,SOLVED,EASY,59.7,Array; Two Pointers,https://leetcode.com/problems/remove-duplicates-from-sorted-array/
Binary Search Tree Iterator,SOLVED,MEDIUM,59.7,Stack; Tree; Design; Binary Search Tree; Binary Tree; Iterator,https://leetcode.com/problems/binary-search-tree-iterator/
Robot Room Cleaner,SOLVED,HARD,59.7,Backtracking; Interactive,https://leetcode.com/problems/robot-room-cleaner/
Palindromic Substrings,SOLVED,MEDIUM,59.7,Two Pointers; String; Dynamic Programming,https://leetcode.com/problems/palindromic-substrings/
Add Two Numbers,SOLVED,MEDIUM,58.3,Linked List; Math; Recursion,https://leetcode.com/problems/add-two-numbers/
Insert into a Sorted Circular Linked List,SOLVED,MEDIUM,58.3,Linked List,https://leetcode.com/problems/insert-into-a-sorted-circular-linked-list/
Longest Substring Without Repeating Characters,SOLVED,MEDIUM,56.9,Hash Table; String; Sliding Window,https://leetcode.com/problems/longest-substring-without-repeating-characters/
Remove Nth Node From End of List,SOLVED,MEDIUM,56.9,Linked List; Two Pointers,https://leetcode.com/problems/remove-nth-node-from-end-of-list/
Group Shifted Strings,SOLVED,MEDIUM,55.4,Array; Hash Table; String,https://leetcode.com/problems/group-shifted-strings/
Closest Binary Search Tree Value,SOLVED,EASY,55.4,Binary Search; Tree; Depth-First Search; Binary Search Tree; Binary Tree,https://leetcode.com/problems/closest-binary-search-tree-value/
Accounts Merge,TO_DO,MEDIUM,55.4,Array; Hash Table; String; Depth-First Search; Breadth-First Search; Union Find; Sorting,https://leetcode.com/problems/accounts-merge/
Goat Latin,SOLVED,EASY,55.4,String,https://leetcode.com/problems/goat-latin/
Squares of a Sorted Array,SOLVED,EASY,55.4,Array; Two Pointers; Sorting,https://leetcode.com/problems/squares-of-a-sorted-array/
Search in Rotated Sorted Array,SOLVED,MEDIUM,53.7,Array; Binary Search,https://leetcode.com/problems/search-in-rotated-sorted-array/
Subsets,SOLVED,MEDIUM,53.7,Array; Backtracking; Bit Manipulation,https://leetcode.com/problems/subsets/
Strobogrammatic Number,SOLVED,EASY,53.7,Hash Table; Two Pointers; String,https://leetcode.com/problems/strobogrammatic-number/
Find Median from Data Stream,SOLVED,HARD,53.7,Two Pointers; Design; Sorting; Heap (Priority Queue); Data Stream,https://leetcode.com/problems/find-median-from-data-stream/
All Nodes Distance K in Binary Tree,SOLVED,MEDIUM,53.7,Hash Table; Tree; Depth-First Search; Breadth-First Search; Binary Tree,https://leetcode.com/problems/all-nodes-distance-k-in-binary-tree/
Missing Element in Sorted Array,TO_DO,MEDIUM,53.7,Array; Binary Search,https://leetcode.com/problems/missing-element-in-sorted-array/
Valid Palindrome III,SOLVED,HARD,53.7,String; Dynamic Programming,https://leetcode.com/problems/valid-palindrome-iii/
3Sum,TO_DO,MEDIUM,52,Array; Two Pointers; Sorting,https://leetcode.com/problems/3sum/
Maximum Subarray,SOLVED,MEDIUM,50,Array; Divide and Conquer; Dynamic Programming,https://leetcode.com/problems/maximum-subarray/
Sort Colors,SOLVED,MEDIUM,50,Array; Two Pointers; Sorting,https://leetcode.com/problems/sort-colors/
Longest Substring with At Most Two Distinct Characters,SOLVED,MEDIUM,50,Hash Table; String; Sliding Window,https://leetcode.com/problems/longest-substring-with-at-most-two-distinct-characters/
Missing Ranges,TO_DO,EASY,50,Array,https://leetcode.com/problems/missing-ranges/
Check Completeness of a Binary Tree,SOLVED,MEDIUM,50,Tree; Breadth-First Search; Binary Tree,https://leetcode.com/problems/check-completeness-of-a-binary-tree/
Remove All Adjacent Duplicates in String II,SOLVED,MEDIUM,50,String; Stack,https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string-ii/
Minimum Deletions for At Most K Distinct Characters,TO_DO,EASY,50,Hash Table; String; Greedy; Sorting; Counting,https://leetcode.com/problems/minimum-deletions-for-at-most-k-distinct-characters/
String to Integer (atoi),SOLVED,MEDIUM,47.9,String,https://leetcode.com/problems/string-to-integer-atoi/
Best Time to Buy and Sell Stock III,SOLVED,HARD,47.9,Array; Dynamic Programming,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iii/
Palindrome Number,SOLVED,EASY,45.4,Math,https://leetcode.com/problems/palindrome-number/
Roman to Integer,SOLVED,EASY,45.4,Hash Table; Math; String,https://leetcode.com/problems/roman-to-integer/
Word Break,TO_DO,MEDIUM,45.4,Array; Hash Table; String; Dynamic Programming; Trie; Memoization,https://leetcode.com/problems/word-break/
Range Sum Query - Immutable,TO_DO,EASY,45.4,Array; Design; Prefix Sum,https://leetcode.com/problems/range-sum-query-immutable/
Convert Binary Search Tree to Sorted Doubly Linked List,SOLVED,MEDIUM,45.4,Linked List; Stack; Tree; Depth-First Search; Binary Search Tree; Binary Tree; Doubly-Linked List,https://leetcode.com/problems/convert-binary-search-tree-to-sorted-doubly-linked-list/
Koko Eating Bananas,TO_DO,MEDIUM,45.4,Array; Binary Search,https://leetcode.com/problems/koko-eating-bananas/
Count Nodes Equal to Average of Subtree,SOLVED,MEDIUM,45.4,Tree; Depth-First Search; Binary Tree,https://leetcode.com/problems/count-nodes-equal-to-average-of-subtree/
Median of Two Sorted Arrays,SOLVED,HARD,42.7,Array; Binary Search; Divide and Conquer,https://leetcode.com/problems/median-of-two-sorted-arrays/
Reverse Integer,ATTEMPTED,MEDIUM,42.7,Math,https://leetcode.com/problems/reverse-integer/
4Sum,TO_DO,MEDIUM,42.7,Array; Two Pointers; Sorting,https://leetcode.com/problems/4sum/
Trapping Rain Water,SOLVED,HARD,42.7,Array; Two Pointers; Dynamic Programming; Stack; Monotonic Stack,https://leetcode.com/problems/trapping-rain-water/
Group Anagrams,SOLVED,MEDIUM,42.7,Array; Hash Table; String; Sorting,https://leetcode.com/problems/group-anagrams/
Text Justification,TO_DO,HARD,42.7,Array; String; Simulation,https://leetcode.com/problems/text-justification/
Set Matrix Zeroes,SOLVED,MEDIUM,42.7,Array; Hash Table; Matrix,https://leetcode.com/problems/set-matrix-zeroes/
Binary Tree Inorder Traversal,SOLVED,EASY,42.7,Stack; Tree; Depth-First Search; Binary Tree,https://leetcode.com/problems/binary-tree-inorder-traversal/
Word Ladder,SOLVED,HARD,42.7,Hash Table; String; Breadth-First Search,https://leetcode.com/problems/word-ladder/
Number of Islands,SOLVED,MEDIUM,42.7,Array; Depth-First Search; Breadth-First Search; Union Find; Matrix,https://leetcode.com/problems/number-of-islands/
Contains Duplicate II,SOLVED,EASY,42.7,Array; Hash Table; Sliding Window,https://leetcode.com/problems/contains-duplicate-ii/
Move Zeroes,SOLVED,EASY,42.7,Array; Two Pointers,https://leetcode.com/problems/move-zeroes/
Remove Invalid Parentheses,SOLVED,HARD,42.7,String; Backtracking; Breadth-First Search,https://leetcode.com/problems/remove-invalid-parentheses/
Decode String,SOLVED,MEDIUM,42.7,String; Stack; Recursion,https://leetcode.com/problems/decode-string/
Random Pick Index,ATTEMPTED,MEDIUM,42.7,Hash Table; Math; Reservoir Sampling; Randomized,https://leetcode.com/problems/random-pick-index/
Continuous Subarray Sum,SOLVED,MEDIUM,42.7,Array; Hash Table; Math; Prefix Sum,https://leetcode.com/problems/continuous-subarray-sum/
Single Element in a Sorted Array,SOLVED,MEDIUM,42.7,Array; Binary Search,https://leetcode.com/problems/single-element-in-a-sorted-array/
Capacity To Ship Packages Within D Days,TO_DO,MEDIUM,42.7,Array; Binary Search,https://leetcode.com/problems/capacity-to-ship-packages-within-d-days/
Maximum Difference by Remapping a Digit,SOLVED,EASY,42.7,Math; Greedy,https://leetcode.com/problems/maximum-difference-by-remapping-a-digit/
Container With Most Water,SOLVED,MEDIUM,39.6,Array; Two Pointers; Greedy,https://leetcode.com/problems/container-with-most-water/
Search Insert Position,TO_DO,EASY,39.6,Array; Binary Search,https://leetcode.com/problems/search-insert-position/
Climbing Stairs,SOLVED,EASY,39.6,Math; Dynamic Programming; Memoization,https://leetcode.com/problems/climbing-stairs/
Decode Ways,SOLVED,MEDIUM,39.6,String; Dynamic Programming,https://leetcode.com/problems/decode-ways/
Binary Tree Level Order Traversal,SOLVED,MEDIUM,39.6,Tree; Breadth-First Search; Binary Tree,https://leetcode.com/problems/binary-tree-level-order-traversal/
Binary Tree Maximum Path Sum,SOLVED,HARD,39.6,Dynamic Programming; Tree; Depth-First Search; Binary Tree,https://leetcode.com/problems/binary-tree-maximum-path-sum/
Course Schedule II,SOLVED,MEDIUM,39.6,Depth-First Search; Breadth-First Search; Graph; Topological Sort,https://leetcode.com/problems/course-schedule-ii/
Expression Add Operators,SOLVED,HARD,39.6,Math; String; Backtracking,https://leetcode.com/problems/expression-add-operators/
Shortest Distance from All Buildings,TO_DO,HARD,39.6,Array; Breadth-First Search; Matrix,https://leetcode.com/problems/shortest-distance-from-all-buildings/
Design Tic-Tac-Toe,TO_DO,MEDIUM,39.6,Array; Hash Table; Design; Matrix; Simulation,https://leetcode.com/problems/design-tic-tac-toe/
Boundary of Binary Tree,TO_DO,MEDIUM,39.6,Tree; Depth-First Search; Binary Tree,https://leetcode.com/problems/boundary-of-binary-tree/
Next Greater Element III,SOLVED,MEDIUM,39.6,Math; Two Pointers; String,https://leetcode.com/problems/next-greater-element-iii/
Shortest Bridge,ATTEMPTED,MEDIUM,39.6,Array; Depth-First Search; Breadth-First Search; Matrix,https://leetcode.com/problems/shortest-bridge/
Remove All Adjacent Duplicates In String,SOLVED,EASY,39.6,String; Stack,https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string/
Car Pooling,SOLVED,MEDIUM,39.6,Array; Sorting; Heap (Priority Queue); Simulation; Prefix Sum,https://leetcode.com/problems/car-pooling/
Article Views I,TO_DO,EASY,39.6,Database,https://leetcode.com/problems/article-views-i/
Diagonal Traverse II,ATTEMPTED,MEDIUM,39.6,Array; Sorting; Heap (Priority Queue),https://leetcode.com/problems/diagonal-traverse-ii/
Product of Two Run-Length Encoded Arrays,SOLVED,MEDIUM,39.6,Array; Two Pointers,https://leetcode.com/problems/product-of-two-run-length-encoded-arrays/
Zigzag Conversion,SOLVED,MEDIUM,35.9,String,https://leetcode.com/problems/zigzag-conversion/
Merge Two Sorted Lists,TO_DO,EASY,35.9,Linked List; Recursion,https://leetcode.com/problems/merge-two-sorted-lists/
Generate Parentheses,SOLVED,MEDIUM,35.9,String; Dynamic Programming; Backtracking,https://leetcode.com/problems/generate-parentheses/
Unique Paths,SOLVED,MEDIUM,35.9,Math; Dynamic Programming; Combinatorics,https://leetcode.com/problems/unique-paths/
Minimum Depth of Binary Tree,TO_DO,EASY,35.9,Tree; Depth-First Search; Breadth-First Search; Binary Tree,https://leetcode.com/problems/minimum-depth-of-binary-tree/
Populating Next Right Pointers in Each Node,TO_DO,MEDIUM,35.9,Linked List; Tree; Depth-First Search; Breadth-First Search; Binary Tree,https://leetcode.com/problems/populating-next-right-pointers-in-each-node/
Majority Element,TO_DO,EASY,35.9,Array; Hash Table; Divide and Conquer; Sorting; Counting,https://leetcode.com/problems/majority-element/
Palindrome Linked List,SOLVED,EASY,35.9,Linked List; Two Pointers; Stack; Recursion,https://leetcode.com/problems/palindrome-linked-list/
Sliding Window Maximum,TO_DO,HARD,35.9,Array; Queue; Sliding Window; Heap (Priority Queue); Monotonic Queue,https://leetcode.com/problems/sliding-window-maximum/
Strobogrammatic Number II,SOLVED,MEDIUM,35.9,Array; String; Recursion,https://leetcode.com/problems/strobogrammatic-number-ii/
Meeting Rooms II,SOLVED,MEDIUM,35.9,Array; Two Pointers; Greedy; Sorting; Heap (Priority Queue); Prefix Sum,https://leetcode.com/problems/meeting-rooms-ii/
Longest Increasing Subsequence,TO_DO,MEDIUM,35.9,Array; Binary Search; Dynamic Programming,https://leetcode.com/problems/longest-increasing-subsequence/
Coin Change,TO_DO,MEDIUM,35.9,Array; Dynamic Programming; Breadth-First Search,https://leetcode.com/problems/coin-change/
Odd Even Linked List,TO_DO,MEDIUM,35.9,Linked List,https://leetcode.com/problems/odd-even-linked-list/
The Maze,TO_DO,MEDIUM,35.9,Array; Depth-First Search; Breadth-First Search; Matrix,https://leetcode.com/problems/the-maze/
Next Greater Element II,TO_DO,MEDIUM,35.9,Array; Stack; Monotonic Stack,https://leetcode.com/problems/next-greater-element-ii/
Minesweeper,SOLVED,MEDIUM,35.9,Array; Depth-First Search; Breadth-First Search; Matrix,https://leetcode.com/problems/minesweeper/
Construct Binary Tree from String,TO_DO,MEDIUM,35.9,String; Stack; Tree; Depth-First Search; Binary Tree,https://leetcode.com/problems/construct-binary-tree-from-string/
Managers with at Least 5 Direct Reports,TO_DO,MEDIUM,35.9,Database,https://leetcode.com/problems/managers-with-at-least-5-direct-reports/
Swim in Rising Water,TO_DO,HARD,35.9,Array; Binary Search; Depth-First Search; Breadth-First Search; Union Find; Heap (Priority Queue); Matrix,https://leetcode.com/problems/swim-in-rising-water/
Peak Index in a Mountain Array,SOLVED,MEDIUM,35.9,Array; Binary Search,https://leetcode.com/problems/peak-index-in-a-mountain-array/
Rotting Oranges,TO_DO,MEDIUM,35.9,Array; Breadth-First Search; Matrix,https://leetcode.com/problems/rotting-oranges/
Maximum Number of Events That Can Be Attended,TO_DO,MEDIUM,35.9,Array; Greedy; Sorting; Heap (Priority Queue),https://leetcode.com/problems/maximum-number-of-events-that-can-be-attended/
Max Number of K-Sum Pairs,TO_DO,MEDIUM,35.9,Array; Hash Table; Two Pointers; Sorting,https://leetcode.com/problems/max-number-of-k-sum-pairs/
Frequency of the Most Frequent Element,SOLVED,MEDIUM,35.9,Array; Binary Search; Greedy; Sliding Window; Sorting; Prefix Sum,https://leetcode.com/problems/frequency-of-the-most-frequent-element/
Largest Color Value in a Directed Graph,TO_DO,HARD,35.9,Hash Table; Dynamic Programming; Graph; Topological Sort; Memoization; Counting,https://leetcode.com/problems/largest-color-value-in-a-directed-graph/
Cutting Ribbons,TO_DO,MEDIUM,35.9,Array; Binary Search,https://leetcode.com/problems/cutting-ribbons/
Finding 3-Digit Even Numbers,TO_DO,EASY,35.9,Array; Hash Table; Sorting; Enumeration,https://leetcode.com/problems/finding-3-digit-even-numbers/
Add Two Integers,SOLVED,EASY,35.9,Math,https://leetcode.com/problems/add-two-integers/
Minimize the Maximum Difference of Pairs,TO_DO,MEDIUM,35.9,Array; Binary Search; Dynamic Programming; Greedy; Sorting,https://leetcode.com/problems/minimize-the-maximum-difference-of-pairs/
Distribute Candies Among Children II,TO_DO,MEDIUM,35.9,Math; Combinatorics; Enumeration,https://leetcode.com/problems/distribute-candies-among-children-ii/
Reverse Nodes in k-Group,TO_DO,HARD,31.5,Linked List; Recursion,https://leetcode.com/problems/reverse-nodes-in-k-group/
Find the Index of the First Occurrence in a String,TO_DO,EASY,31.5,Two Pointers; String; String Matching,https://leetcode.com/problems/find-the-index-of-the-first-occurrence-in-a-string/
Multiply Strings,TO_DO,MEDIUM,31.5,Math; String; Simulation,https://leetcode.com/problems/multiply-strings/
Rotate Image,TO_DO,MEDIUM,31.5,Array; Math; Matrix,https://leetcode.com/problems/rotate-image/
Plus One,TO_DO,EASY,31.5,Array; Math,https://leetcode.com/problems/plus-one/
Combinations,TO_DO,MEDIUM,31.5,Backtracking,https://leetcode.com/problems/combinations/
Maximal Rectangle,TO_DO,HARD,31.5,Array; Dynamic Programming; Stack; Matrix; Monotonic Stack,https://leetcode.com/problems/maximal-rectangle/
Subsets II,SOLVED,MEDIUM,31.5,Array; Backtracking; Bit Manipulation,https://leetcode.com/problems/subsets-ii/
Pascal's Triangle,SOLVED,EASY,31.5,Array; Dynamic Programming,https://leetcode.com/problems/pascals-triangle/
Single Number,TO_DO,EASY,31.5,Array; Bit Manipulation,https://leetcode.com/problems/single-number/
Linked List Cycle,SOLVED,EASY,31.5,Hash Table; Linked List; Two Pointers,https://leetcode.com/problems/linked-list-cycle/
Rotate Array,TO_DO,MEDIUM,31.5,Array; Math; Two Pointers,https://leetcode.com/problems/rotate-array/
Minimum Size Subarray Sum,SOLVED,MEDIUM,31.5,Array; Binary Search; Sliding Window; Prefix Sum,https://leetcode.com/problems/minimum-size-subarray-sum/
Kth Smallest Element in a BST,SOLVED,MEDIUM,31.5,Tree; Depth-First Search; Binary Search Tree; Binary Tree,https://leetcode.com/problems/kth-smallest-element-in-a-bst/
Insert Delete GetRandom O(1),TO_DO,MEDIUM,31.5,Array; Hash Table; Math; Design; Randomized,https://leetcode.com/problems/insert-delete-getrandom-o1/
Battleships in a Board,TO_DO,MEDIUM,31.5,Array; Depth-First Search; Matrix,https://leetcode.com/problems/battleships-in-a-board/
Longest Repeating Character Replacement,TO_DO,MEDIUM,31.5,Hash Table; String; Sliding Window,https://leetcode.com/problems/longest-repeating-character-replacement/
Contiguous Array,TO_DO,MEDIUM,31.5,Array; Hash Table; Prefix Sum,https://leetcode.com/problems/contiguous-array/
Can Place Flowers,SOLVED,EASY,31.5,Array; Greedy,https://leetcode.com/problems/can-place-flowers/
Task Scheduler,TO_DO,MEDIUM,31.5,Array; Hash Table; Greedy; Sorting; Heap (Priority Queue); Counting,https://leetcode.com/problems/task-scheduler/
Asteroid Collision,SOLVED,MEDIUM,31.5,Array; Stack; Simulation,https://leetcode.com/problems/asteroid-collision/
Middle of the Linked List,SOLVED,EASY,31.5,Linked List; Two Pointers,https://leetcode.com/problems/middle-of-the-linked-list/
Number of Recent Calls,TO_DO,EASY,31.5,Design; Queue; Data Stream,https://leetcode.com/problems/number-of-recent-calls/
Maximum Level Sum of a Binary Tree,TO_DO,MEDIUM,31.5,Tree; Depth-First Search; Breadth-First Search; Binary Tree,https://leetcode.com/problems/maximum-level-sum-of-a-binary-tree/
Find Numbers with Even Number of Digits,SOLVED,EASY,31.5,Array; Math,https://leetcode.com/problems/find-numbers-with-even-number-of-digits/
Consecutive Characters,TO_DO,EASY,31.5,String,https://leetcode.com/problems/consecutive-characters/
Merge Strings Alternately,SOLVED,EASY,31.5,Two Pointers; String,https://leetcode.com/problems/merge-strings-alternately/
Integer to Roman,TO_DO,MEDIUM,25.9,Hash Table; Math; String,https://leetcode.com/problems/integer-to-roman/
Combination Sum II,TO_DO,MEDIUM,25.9,Array; Backtracking,https://leetcode.com/problems/combination-sum-ii/
Wildcard Matching,TO_DO,HARD,25.9,String; Dynamic Programming; Greedy; Recursion,https://leetcode.com/problems/wildcard-matching/
Jump Game II,SOLVED,MEDIUM,25.9,Array; Dynamic Programming; Greedy,https://leetcode.com/problems/jump-game-ii/
Permutations,SOLVED,MEDIUM,25.9,Array; Backtracking,https://leetcode.com/problems/permutations/
N-Queens,TO_DO,HARD,25.9,Array; Backtracking,https://leetcode.com/problems/n-queens/
Jump Game,SOLVED,MEDIUM,25.9,Array; Dynamic Programming; Greedy,https://leetcode.com/problems/jump-game/
Search a 2D Matrix,SOLVED,MEDIUM,25.9,Array; Binary Search; Matrix,https://leetcode.com/problems/search-a-2d-matrix/
Search in Rotated Sorted Array II,SOLVED,MEDIUM,25.9,Array; Binary Search,https://leetcode.com/problems/search-in-rotated-sorted-array-ii/
Largest Rectangle in Histogram,TO_DO,HARD,25.9,Array; Stack; Monotonic Stack,https://leetcode.com/problems/largest-rectangle-in-histogram/
Unique Binary Search Trees,TO_DO,MEDIUM,25.9,Math; Dynamic Programming; Tree; Binary Search Tree; Binary Tree,https://leetcode.com/problems/unique-binary-search-trees/
Interleaving String,TO_DO,MEDIUM,25.9,String; Dynamic Programming,https://leetcode.com/problems/interleaving-string/
Same Tree,TO_DO,EASY,25.9,Tree; Depth-First Search; Breadth-First Search; Binary Tree,https://leetcode.com/problems/same-tree/
Binary Tree Zigzag Level Order Traversal,TO_DO,MEDIUM,25.9,Tree; Breadth-First Search; Binary Tree,https://leetcode.com/problems/binary-tree-zigzag-level-order-traversal/
